City,Year,Month,PM2.5,AQI
Ahmedabad,2019,1,89.45645161290322,755.516129032258
Ahmedabad,2019,2,61.61928571428571,560.5357142857143
Ahmedabad,2019,3,66.98903225806451,601.741935483871
Ahmedabad,2019,4,95.56233333333333,630.9666666666667
Ahmedabad,2019,5,49.31967741935484,393.1290322580645
Ahmedabad,2019,6,43.349666666666664,395.1333333333333
Ahmedabad,2019,7,43.72032258064516,479.9032258064516
Ahmedabad,2019,8,43.46064516129032,516.8709677419355
Ahmedabad,2019,9,44.577999999999996,466.3333333333333
Ahmedabad,2019,10,78.06516129032258,652.741935483871
Ahmedabad,2019,11,61.803666666666665,451.0
Ahmedabad,2019,12,63.708064516129035,293.5483870967742
Amaravati,2019,1,93.16838709677418,218.61290322580646
Amaravati,2019,2,52.19392857142857,114.46428571428571
Amaravati,2019,3,26.749354838709678,79.96774193548387
Amaravati,2019,4,20.330333333333332,78.13333333333334
Amaravati,2019,5,38.65129032258065,105.83870967741936
Amaravati,2019,6,21.019000000000002,66.33333333333333
Amaravati,2019,7,12.890645161290323,48.70967741935484
Amaravati,2019,8,14.370645161290323,44.74193548387097
Amaravati,2019,9,10.109999999999998,37.0
Amaravati,2019,10,15.586451612903225,50.74193548387097
Amaravati,2019,11,59.327999999999996,117.8
Amaravati,2019,12,60.54774193548387,116.58064516129032
Amritsar,2019,1,41.53806451612903,92.93548387096774
Amritsar,2019,2,46.604642857142856,94.89285714285714
Amritsar,2019,3,51.21612903225807,98.06451612903226
Amritsar,2019,4,51.79233333333333,112.0
Amritsar,2019,5,50.498387096774195,113.25806451612904
Amritsar,2019,6,41.405,106.0
Amritsar,2019,7,34.60903225806451,73.70967741935483
Amritsar,2019,8,29.674838709677417,58.61290322580645
Amritsar,2019,9,36.398,79.83333333333333
Amritsar,2019,10,71.28967741935485,149.16129032258064
Amritsar,2019,11,84.43866666666666,192.76666666666668
Amritsar,2019,12,68.4758064516129,137.93548387096774
Bengaluru,2019,1,54.72451612903226,116.80645161290323
Bengaluru,2019,2,45.544285714285714,106.25
Bengaluru,2019,3,48.90516129032258,122.12903225806451
Bengaluru,2019,4,49.26733333333333,124.3
Bengaluru,2019,5,40.1683870967742,105.38709677419355
Bengaluru,2019,6,23.319333333333336,70.53333333333333
Bengaluru,2019,7,21.32741935483871,63.74193548387097
Bengaluru,2019,8,17.167096774193546,59.354838709677416
Bengaluru,2019,9,22.512333333333334,72.96666666666667
Bengaluru,2019,10,27.417419354838707,81.12903225806451
Bengaluru,2019,11,40.26,96.2
Bengaluru,2019,12,35.258709677419354,81.7741935483871
Bhopal,2019,9,14.83357142857143,71.64285714285714
Bhopal,2019,10,51.97193548387097,135.32258064516128
Bhopal,2019,11,89.591,205.6
Bhopal,2019,12,84.71129032258065,185.51612903225808
Brajrajnagar,2019,1,111.3683870967742,259.96774193548384
Brajrajnagar,2019,2,91.51464285714285,205.14285714285714
Brajrajnagar,2019,3,84.69322580645161,186.8709677419355
Brajrajnagar,2019,4,93.05300000000001,209.7
Brajrajnagar,2019,5,52.54516129032258,127.12903225806451
Brajrajnagar,2019,6,31.453,104.06666666666666
Brajrajnagar,2019,7,20.58225806451613,93.54838709677419
Brajrajnagar,2019,8,24.029354838709676,100.7741935483871
Brajrajnagar,2019,9,23.871333333333332,94.96666666666667
Brajrajnagar,2019,10,37.84193548387096,102.96774193548387
Brajrajnagar,2019,11,73.28999999999999,158.46666666666667
Brajrajnagar,2019,12,67.85483870967742,141.5483870967742
Chandigarh,2019,9,29.772758620689654,83.37931034482759
Chandigarh,2019,10,65.58258064516129,140.2258064516129
Chandigarh,2019,11,76.36433333333333,168.46666666666667
Chandigarh,2019,12,68.43193548387096,139.6451612903226
Chennai,2019,1,62.089677419354835,131.0
Chennai,2019,2,52.94785714285714,118.07142857142857
