City,Year,Month,PM2.5,AQI
Chennai,2020,5,18.899354838709677,78.6774193548387
Chennai,2020,6,29.448666666666668,103.06666666666666
Chennai,2020,7,15.95,92.0
Coimbatore,2020,1,38.24645161290323,75.93548387096774
Coimbatore,2020,2,39.791724137931034,84.0
Coimbatore,2020,3,33.994516129032256,76.61290322580645
Coimbatore,2020,4,23.271,78.56666666666666
Coimbatore,2020,5,22.52032258064516,57.483870967741936
Coimbatore,2020,6,14.551666666666668,38.36666666666667
Coimbatore,2020,7,14.21,33.0
Delhi,2020,1,157.11258064516127,308.4516129032258
Delhi,2020,2,121.48413793103448,262.13793103448273
Delhi,2020,3,57.50645161290323,135.83870967741936
Delhi,2020,4,44.940000000000005,113.0
Delhi,2020,5,55.44870967741936,148.6451612903226
Delhi,2020,6,46.69466666666666,125.73333333333333
Delhi,2020,7,54.01,101.0
Ernakulam,2020,1,47.82,126.1
Ernakulam,2020,2,45.36448275862069,96.17241379310344
Ernakulam,2020,3,28.776774193548388,83.03225806451613
Ernakulam,2020,4,17.744666666666667,70.1
Ernakulam,2020,5,15.23258064516129,97.2258064516129
Ernakulam,2020,6,10.851666666666667,103.43333333333334
Ernakulam,2020,7,5.88,111.0
Gurugram,2020,1,114.31870967741936,242.2258064516129
Gurugram,2020,2,88.8251724137931,197.13793103448276
Gurugram,2020,3,52.93709677419355,122.03225806451613
Gurugram,2020,4,41.787,111.16666666666667
Gurugram,2020,5,53.40161290322581,146.80645161290323
Gurugram,2020,6,51.09066666666667,132.73333333333332
Gurugram,2020,7,61.64,157.0
Guwahati,2020,1,144.47612903225806,291.64516129032256
Guwahati,2020,2,120.89413793103449,266.62068965517244
Guwahati,2020,3,84.95935483870967,193.80645161290323
Guwahati,2020,4,54.861,127.83333333333333
Guwahati,2020,5,23.478709677419356,52.74193548387097
Guwahati,2020,6,19.552666666666667,42.3
Guwahati,2020,7,40.0,36.0
Hyderabad,2020,1,52.32258064516129,104.54838709677419
Hyderabad,2020,2,43.74655172413794,94.96551724137932
Hyderabad,2020,3,35.884838709677425,78.74193548387096
Hyderabad,2020,4,30.010333333333335,65.0
Hyderabad,2020,5,30.11774193548387,79.35483870967742
Hyderabad,2020,6,18.634333333333334,47.06666666666667
Hyderabad,2020,7,26.83,48.0
Jaipur,2020,1,47.08870967741935,112.45161290322581
Jaipur,2020,2,55.22827586206896,125.24137931034483
Jaipur,2020,3,34.32354838709677,100.93548387096774
Jaipur,2020,4,28.631333333333334,86.2
Jaipur,2020,5,41.10709677419354,113.25806451612904
Jaipur,2020,6,35.321333333333335,94.1
Jaipur,2020,7,58.79,70.0
Jorapokhar,2020,1,62.06225806451613,162.93548387096774
Jorapokhar,2020,2,76.07241379310345,167.27586206896552
Jorapokhar,2020,3,53.975806451612904,143.67741935483872
Jorapokhar,2020,4,43.419333333333334,121.4
Jorapokhar,2020,5,47.06806451612903,135.58064516129033
Jorapokhar,2020,6,24.116666666666667,136.53333333333333
Jorapokhar,2020,7,23.9,86.0
Kochi,2020,1,60.737,149.1
Kochi,2020,2,58.18137931034483,121.06896551724138
Kochi,2020,3,36.49032258064516,128.4516129032258
Kochi,2020,4,19.66033333333333,77.03333333333333
Kochi,2020,5,16.65967741935484,83.38709677419355
Kochi,2020,6,18.445333333333334,93.86666666666666
Kochi,2020,7,5.97,102.0
Kolkata,2020,1,94.27967741935484,216.93548387096774
Kolkata,2020,2,84.14241379310346,197.72413793103448
Kolkata,2020,3,51.490645161290324,122.83870967741936
Kolkata,2020,4,24.420666666666666,70.36666666666666
Kolkata,2020,5,16.10225806451613,53.16129032258065
Kolkata,2020,6,13.643,46.46666666666667
Kolkata,2020,7,10.53,45.0
Lucknow,2020,1,136.2774193548387,272.64516129032256
Lucknow,2020,2,102.90758620689655,216.6551724137931
Lucknow,2020,3,64.30129032258064,134.0
Lucknow,2020,4,54.830666666666666,106.73333333333333
Lucknow,2020,5,57.62322580645161,119.09677419354838
Lucknow,2020,6,46.59466666666666,96.5
Lucknow,2020,7,34.97,76.0
Mumbai,2020,1,72.87064516129031,168.6451612903226
Mumbai,2020,2,66.96758620689656,159.20689655172413
Mumbai,2020,3,32.715806451612906,104.64516129032258
Mumbai,2020,4,22.849666666666668,74.33333333333333
Mumbai,2020,5,14.676129032258066,63.935483870967744
Mumbai,2020,6,11.241000000000001,53.3
Mumbai,2020,7,3.84,53.0
Patna,2020,1,125.87870967741935,262.83870967741933
Patna,2020,2,84.84896551724138,201.20689655172413
Patna,2020,3,64.32064516129033,158.41935483870967
Patna,2020,4,39.32333333333334,131.16666666666666
Patna,2020,5,31.668064516129032,138.51612903225808
Patna,2020,6,22.27466666666667,82.36666666666666
Patna,2020,7,35.42,98.0
Shillong,2020,1,30.015806451612903,62.29032258064516
Shillong,2020,2,49.37896551724138,96.3103448275862
Shillong,2020,3,35.998709677419356,67.87096774193549
Shillong,2020,4,26.360333333333337,61.233333333333334
Shillong,2020,5,15.963870967741935,32.45161290322581
Shillong,2020,6,11.110333333333333,32.766666666666666
Shillong,2020,7,16.7,24.0
Talcher,2020,1,157.00645161290322,303.7741935483871
Talcher,2020,2,86.45931034482759,188.06896551724137
Talcher,2020,3,38.68322580645162,111.16129032258064
Talcher,2020,4,35.254666666666665,131.83333333333334
Talcher,2020,5,31.418064516129032,102.51612903225806
Talcher,2020,6,33.061,86.86666666666666
Talcher,2020,7,24.85,101.0
Thiruvananthapuram,2020,1,35.939032258064515,78.25806451612904
Thiruvananthapuram,2020,2,41.40793103448276,88.62068965517241
Thiruvananthapuram,2020,3,28.815161290322582,74.74193548387096
Thiruvananthapuram,2020,4,18.987333333333332,57.06666666666667
Thiruvananthapuram,2020,5,16.655161290322578,55.96774193548387
Thiruvananthapuram,2020,6,20.579333333333334,45.4
Thiruvananthapuram,2020,7,2.0,41.0
Visakhapatnam,2020,1,59.531612903225806,124.12903225806451
Visakhapatnam,2020,2,45.02275862068966,96.6896551724138
Visakhapatnam,2020,3,29.253225806451614,85.7741935483871
Visakhapatnam,2020,4,16.11466666666667,53.1
Visakhapatnam,2020,5,17.7958064516129,64.90322580645162
Visakhapatnam,2020,6,23.421666666666667,82.2
Visakhapatnam,2020,7,15.0,50.0
